2.556045055389404297e-01,3.772922754287719727e-01,3.671031892299652100e-01
2.551172077655792236e-01,3.776070475578308105e-01,3.672757148742675781e-01
2.596636414527893066e-01,3.738056421279907227e-01,3.665307760238647461e-01
2.706900835037231445e-01,3.648391067981719971e-01,3.644707798957824707e-01
2.787446379661560059e-01,3.584017753601074219e-01,3.628535568714141846e-01
2.819728255271911621e-01,3.558008372783660889e-01,3.622263371944427490e-01
2.877781391143798828e-01,3.512466847896575928e-01,3.609752357006072998e-01
2.932444512844085693e-01,3.469851016998291016e-01,3.597703874111175537e-01
2.923926711082458496e-01,3.475809991359710693e-01,3.600262701511383057e-01
2.916826009750366211e-01,3.480862081050872803e-01,3.602311611175537109e-01
2.999627888202667236e-01,3.417498171329498291e-01,3.582874238491058350e-01
3.074994385242462158e-01,3.360736370086669922e-01,3.564269840717315674e-01
3.160711526870727539e-01,3.296821117401123047e-01,3.542467057704925537e-01
3.145425021648406982e-01,3.307457864284515381e-01,3.547117412090301514e-01
3.230324983596801758e-01,3.245196342468261719e-01,3.524478673934936523e-01
3.262101411819458008e-01,3.221784532070159912e-01,3.516114354133605957e-01
3.207592964172363281e-01,3.261775970458984375e-01,3.530630767345428467e-01
3.110418915748596191e-01,3.333517909049987793e-01,3.556063175201416016e-01
3.012320101261138916e-01,3.407060205936431885e-01,3.580619692802429199e-01
2.835933268070220947e-01,3.541938364505767822e-01,3.622128069400787354e-01
2.612581551074981689e-01,3.718723058700561523e-01,3.668694794178009033e-01
2.631225883960723877e-01,3.703265786170959473e-01,3.665508031845092773e-01
2.578670382499694824e-01,3.745791316032409668e-01,3.675538301467895508e-01
2.646255791187286377e-01,3.690873384475708008e-01,3.662870526313781738e-01
2.694517374038696289e-01,3.652301430702209473e-01,3.653180897235870361e-01
2.684535980224609375e-01,3.660496771335601807e-01,3.654966950416564941e-01
2.731691598892211914e-01,3.623236119747161865e-01,3.645073175430297852e-01
2.760045826435089111e-01,3.600625097751617432e-01,3.639329075813293457e-01
2.859978377819061279e-01,3.522632718086242676e-01,3.617388606071472168e-01
2.905862927436828613e-01,3.487380743026733398e-01,3.606756925582885742e-01
2.956245243549346924e-01,3.448275625705718994e-01,3.595478832721710205e-01
3.023912906646728516e-01,3.396656215190887451e-01,3.579431176185607910e-01
3.038043677806854248e-01,3.386279642581939697e-01,3.575676381587982178e-01
2.931690216064453125e-01,3.466527760028839111e-01,3.601782619953155518e-01
3.024394214153289795e-01,3.396071493625640869e-01,3.579534590244293213e-01
3.126497864723205566e-01,3.319814801216125488e-01,3.553687930107116699e-01
3.253360986709594727e-01,3.226801156997680664e-01,3.519837856292724609e-01
3.227151930332183838e-01,3.245782852172851562e-01,3.527065515518188477e-01
3.289546072483062744e-01,3.200694918632507324e-01,3.509758710861206055e-01
3.331260383129119873e-01,3.170380294322967529e-01,3.498359322547912598e-01
3.373979628086090088e-01,3.140548467636108398e-01,3.485471606254577637e-01
3.449731767177581787e-01,3.087843060493469238e-01,3.462425172328948975e-01
3.418129980564117432e-01,3.111072182655334473e-01,3.470797538757324219e-01
3.330751359462738037e-01,3.174764513969421387e-01,3.494483828544616699e-01
3.281150460243225098e-01,3.211669325828552246e-01,3.507180809974670410e-01
3.157332837581634521e-01,3.303039968013763428e-01,3.539626598358154297e-01
3.117242455482482910e-01,3.333674073219299316e-01,3.549083769321441650e-01
