model,mse_mean,mse_std,mae_mean,mae_std,raw_rmse_mean,seconds_mean
dlinear_freq,0.20036650200684866,0.002349253875467521,0.19331957896550497,0.005065336463992802,12979560448.0,20.027370333333238
proposed,0.20177414019902548,0.006798268357560967,0.1823806514342626,0.0020748208689780746,12979528021.333334,84.87880266666677
