seed,test_window_index,scale,router_weight
42,29,1,0.2605806589126587
42,29,2,0.17199456691741943
42,29,4,0.5674247741699219
42,30,1,0.2782678008079529
42,30,2,0.17874100804328918
42,30,4,0.5429912209510803
42,31,1,0.26659607887268066
42,31,2,0.17443785071372983
42,31,4,0.5589660406112671
42,32,1,0.28182926774024963
42,32,2,0.18020571768283844
42,32,4,0.5379649996757507
42,33,1,0.28010943531990046
42,33,2,0.1797218471765518
42,33,4,0.5401687622070312
42,34,1,0.2804420292377472
42,34,2,0.18008236587047577
42,34,4,0.5394755601882936
42,35,1,0.27043572068214417
42,35,2,0.17664450407028198
42,35,4,0.5529197454452515
42,36,1,0.24772000312805173
42,36,2,0.1680019050836563
42,36,4,0.5842781066894531
42,37,1,0.2409203797578812
42,37,2,0.1654258817434311
42,37,4,0.5936537384986876
42,38,1,0.24260292947292328
42,38,2,0.1663118153810501
42,38,4,0.5910851955413817
42,39,1,0.23643426597118375
42,39,2,0.16394838690757751
42,39,4,0.5996173620223999
42,40,1,0.22655040025711057
42,40,2,0.15979540348052979
42,40,4,0.6136541366577148
42,41,1,0.22522191703319547
42,41,2,0.15936315059661865
42,41,4,0.6154149770736694
42,42,1,0.22738665342330927
42,42,2,0.16045688092708588
42,42,4,0.6121565103530884
42,43,1,0.23301936686038968
42,43,2,0.16307781636714935
42,43,4,0.6039027571678162
42,44,1,0.23368991911411283
42,44,2,0.16350668668746948
42,44,4,0.6028034090995789
42,45,1,0.23394034802913663
42,45,2,0.16369302570819855
42,45,4,0.6023666262626648
42,46,1,0.23666834831237793
42,46,2,0.16495873034000397
42,46,4,0.5983729958534241
42,47,1,0.22356030344963077
42,47,2,0.1592257022857666
42,47,4,0.6172140240669249
42,48,1,0.22765511274337769
42,48,2,0.16111689805984497
42,48,4,0.6112279891967772
42,49,1,0.23716269433498385
42,49,2,0.1653955578804016
42,49,4,0.5974416732788086
42,50,1,0.22987946867942807
42,50,2,0.16222842037677765
42,50,4,0.6078920960426331
42,51,1,0.25169321894645685
42,51,2,0.17156484723091123
42,51,4,0.5767419338226318
42,52,1,0.24880127608776087
42,52,2,0.17045335471630096
42,52,4,0.5807453393936157
42,53,1,0.25801733136177063
42,53,2,0.1742204874753952
42,53,4,0.5677621364593506
42,54,1,0.24519133567810056
42,54,2,0.16900579631328583
42,54,4,0.5858028531074524
42,55,1,0.2581615447998047
42,55,2,0.17433783411979675
42,55,4,0.5675005912780762
42,56,1,0.26425498723983765
42,56,2,0.1767563670873642
42,56,4,0.5589886903762816
42,57,1,0.2417579740285873
