dataset,metric,seed42_pct,seed43_pct,seed44_pct,mean_pct,min_pct,max_pct,adaptive_parameters,lightts_parameters,adaptive_parameter_ratio_vs_lightts_pct,parameter_reduction_pct
abilene,MSE,33.373531319698735,28.852322636586614,27.18414895797887,29.803334304754742,27.18414895797887,33.373531319698735,8339,130162,6.40663173583688,93.59336826416312
abilene,MAE,21.088752583653918,15.203131943304246,16.43067207485853,17.5741855339389,15.203131943304246,21.088752583653918,8339,130162,6.40663173583688,93.59336826416312
abilene,RMSE,18.374962386107846,15.65091824557863,14.667801131096745,16.231227254261075,14.667801131096745,18.374962386107846,8339,130162,6.40663173583688,93.59336826416312
geant,MSE,49.48051914707302,40.98628115026888,50.19296862831067,46.88658964188419,40.98628115026888,50.19296862831067,8339,384382,2.1694564261593934,97.83054357384061
geant,MAE,33.96613523520532,20.152994151575268,33.338391502276174,29.15250696301892,20.152994151575268,33.96613523520532,8339,384382,2.1694564261593934,97.83054357384061
geant,RMSE,28.922942825271186,23.179609765381223,29.425901548225465,27.17615137962596,23.179609765381223,29.425901548225465,8339,384382,2.1694564261593934,97.83054357384061
