model,mse_mean,mse_std,mae_mean,mae_std,raw_rmse_mean,seconds_mean
dlinear_freq,0.19718114038308462,0.0006553320762778906,0.19175600508848825,0.007711931167651162,12979548160.0,19.784094199999952
proposed,0.19243232905864716,0.005766307874958031,0.17343838512897491,0.0008131200687725219,12979521877.333334,92.39663553333351
