3.666701316833496094e-01,2.203772068023681641e-01,4.129526615142822266e-01
3.662244081497192383e-01,2.198997735977172852e-01,4.138757586479187012e-01
3.645953834056854248e-01,2.185527533292770386e-01,4.168518483638763428e-01
3.681755959987640381e-01,2.216575890779495239e-01,4.101667702198028564e-01
3.690280020236968994e-01,2.224317640066146851e-01,4.085402786731719971e-01
3.704149425029754639e-01,2.235532552003860474e-01,4.060318470001220703e-01
3.704891800880432129e-01,2.236905992031097412e-01,4.058201611042022705e-01
3.732373416423797607e-01,2.260257452726364136e-01,4.007368981838226318e-01
3.730531632900238037e-01,2.259753346443176270e-01,4.009714424610137939e-01
3.746156394481658936e-01,2.271711379289627075e-01,3.982132375240325928e-01
3.706535398960113525e-01,2.233814001083374023e-01,4.059651196002960205e-01
3.695447444915771484e-01,2.220838814973831177e-01,4.083714485168457031e-01
3.703923225402832031e-01,2.224743366241455078e-01,4.071333110332489014e-01
3.692883849143981934e-01,2.211709320545196533e-01,4.095406532287597656e-01
3.699286878108978271e-01,2.213846743106842041e-01,4.086866378784179688e-01
3.684143424034118652e-01,2.197120040655136108e-01,4.118735790252685547e-01
3.657551109790802002e-01,2.171586751937866211e-01,4.170863032341003418e-01
3.693443834781646729e-01,2.199149578809738159e-01,4.107406735420227051e-01
3.694844543933868408e-01,2.197714596986770630e-01,4.107440710067749023e-01
3.642461299896240234e-01,2.150698006153106689e-01,4.206840395927429199e-01
3.674625158309936523e-01,2.177232354879379272e-01,4.148142635822296143e-01
3.739806115627288818e-01,2.232625186443328857e-01,4.027568399906158447e-01
3.723874688148498535e-01,2.217381000518798828e-01,4.058744311332702637e-01
3.704759180545806885e-01,2.199729681015014648e-01,4.095510840415954590e-01
3.741247951984405518e-01,2.230499684810638428e-01,4.028252661228179932e-01
3.762690126895904541e-01,2.246484160423278809e-01,3.990825414657592773e-01
3.758446574211120605e-01,2.240860313177108765e-01,4.000693559646606445e-01
3.800612986087799072e-01,2.274633646011352539e-01,3.924753069877624512e-01
3.787681758403778076e-01,2.260473519563674927e-01,3.951844871044158936e-01
3.773159086704254150e-01,2.245793044567108154e-01,3.981047272682189941e-01
3.814814686775207520e-01,2.281125336885452271e-01,3.904060423374176025e-01
3.788956701755523682e-01,2.258735448122024536e-01,3.952307701110839844e-01
3.825009167194366455e-01,2.288728207349777222e-01,3.886262774467468262e-01
3.823812305927276611e-01,2.284594476222991943e-01,3.891593217849731445e-01
3.829115331172943115e-01,2.284469306468963623e-01,3.886415064334869385e-01
3.811865150928497314e-01,2.264248430728912354e-01,3.923887014389038086e-01
3.763399720191955566e-01,2.218580394983291626e-01,4.018019139766693115e-01
3.750561773777008057e-01,2.205037176609039307e-01,4.044400751590728760e-01
3.758167624473571777e-01,2.209266126155853271e-01,4.032566547393798828e-01
3.747071921825408936e-01,2.196866124868392944e-01,4.056062400341033936e-01
3.725481927394866943e-01,2.176199108362197876e-01,4.098318815231323242e-01
3.725118637084960938e-01,2.174014747142791748e-01,4.100866913795471191e-01
3.733310699462890625e-01,2.179493904113769531e-01,4.087195694446563721e-01
3.750208616256713867e-01,2.192111015319824219e-01,4.057680666446685791e-01
3.754297792911529541e-01,2.193928211927413940e-01,4.051774442195892334e-01
3.756416141986846924e-01,2.194767296314239502e-01,4.048816561698913574e-01
3.764910995960235596e-01,2.200830876827239990e-01,4.034257829189300537e-01
3.732860684394836426e-01,2.172674983739852905e-01,4.094465076923370361e-01
3.744471669197082520e-01,2.181737571954727173e-01,4.073791205883026123e-01
3.770418167114257812e-01,2.201997339725494385e-01,4.027584493160247803e-01
3.752749562263488770e-01,2.186502814292907715e-01,4.060746729373931885e-01
3.807487189769744873e-01,2.232200205326080322e-01,3.960312008857727051e-01
3.801926970481872559e-01,2.226129472255706787e-01,3.971943855285644531e-01
